Termék kód;Árlista;Egységár;Alapár (Nettó)
6095;Törzsvásárló 2;858,4;930,0
6095;Törzsvásárló 5-nagyker;805,75;930,0
6096;Törzsvásárló 2;1176,84;1275,0
6096;Törzsvásárló 5-nagyker;1104,65;1275,0
6097;Törzsvásárló 2;1465,75;1588,0
6097;Törzsvásárló 5-nagyker;1375,84;1588,0
6098;Törzsvásárló 2;2194,93;2378,0
6098;Törzsvásárló 5-nagyker;2060,29;2378,0
6099;Törzsvásárló 2;2954,57;3201,0
6099;Törzsvásárló 5-nagyker;2773,33;3201,0
6100;Törzsvásárló 2;3759,44;4073,0
6100;Törzsvásárló 5-nagyker;3528,83;4073,0
6101;Törzsvásárló 2;2157,08;2337,0
6101;Törzsvásárló 5-nagyker;2024,77;2337,0
6103;Törzsvásárló 2;2308,46;2501,0
6103;Törzsvásárló 5-nagyker;2166,86;2501,0
6104;Törzsvásárló 2;3637,6;3941,0
6104;Törzsvásárló 5-nagyker;3414,47;3941,0
6105;Törzsvásárló 2;729,18;790,0
6105;Törzsvásárló 5-nagyker;684,45;790,0
6106;Törzsvásárló 2;1088,23;1179,0
6106;Törzsvásárló 5-nagyker;1021,48;1179,0
6107;Törzsvásárló 2;1486,05;1610,0
6107;Törzsvásárló 5-nagyker;1394,9;1610,0
6108;Törzsvásárló 2;660,88;716,0
6108;Törzsvásárló 5-nagyker;620,34;716,0
6109;Törzsvásárló 2;1032,85;1119,0
6109;Törzsvásárló 5-nagyker;969,5;1119,0
6113;Törzsvásárló 2;592,58;642,0
6113;Törzsvásárló 5-nagyker;556,23;642,0
6114;Törzsvásárló 2;957,17;1037,0
6114;Törzsvásárló 5-nagyker;898,45;1037,0
6115;Törzsvásárló 2;1540,51;1669,0
6115;Törzsvásárló 5-nagyker;1446,01;1669,0
6116;Törzsvásárló 2;837,17;907,0
6116;Törzsvásárló 5-nagyker;785,82;907,0
6136;Törzsvásárló 2;429,2;465,0
6136;Törzsvásárló 5-nagyker;402,87;465,0
6137;Törzsvásárló 2;356,28;386,0
6137;Törzsvásárló 5-nagyker;334,43;386,0
6182;Törzsvásárló 2;5741,15;6220,0
6182;Törzsvásárló 5-nagyker;5388,98;6220,0
6189;Törzsvásárló 2;30117,03;32629,0
6189;Törzsvásárló 5-nagyker;28269,63;32629,0
6269;Törzsvásárló 2;636,88;690,0
6269;Törzsvásárló 5-nagyker;597,81;690,0
6282;Törzsvásárló 2;1424,21;1543,0
6282;Törzsvásárló 5-nagyker;1336,85;1543,0
6283;Törzsvásárló 2;2223,54;2409,0
6283;Törzsvásárló 5-nagyker;2087,15;2409,0
8005;Törzsvásárló 2;28608,83;30995,0
8005;Törzsvásárló 5-nagyker;26853,94;30995,0
8030;Törzsvásárló 2;1623,58;1759,0
8030;Törzsvásárló 5-nagyker;1523,99;1759,0
